"SEMESTER","AINE_STR","UKSUS","AINEKOOD","AINE","arvestatud","mittearvestatud","A","B","C","D","E","F","mitteilmunud"
"S","LT","LTAT","MTAT.06.058","Intelligentsete süsteemide hindamine",0,0,0,2,1,0,3,0,2
"S","LT","LTAT","MTAT.07.003","Krüptoloogia II",0,0,0,3,2,0,0,1,0
"S","LT","LTAT","MTAT.07.004","Keerukusteooria",0,0,3,1,1,1,1,0,0
"S","LT","LTAT","MTAT.07.014","Krüptograafilised protokollid",0,0,4,0,0,0,0,0,0
"S","LT","LTAT","MTAT.07.022","Krüptograafia uurimisseminar",9,0,0,0,0,0,0,0,1
"S","LT","LTAT","MTAT.07.028","Infoturve",0,0,13,15,17,11,3,4,4
"S","LT","LTAT","MTAT.08.009","Hajussüsteemid",0,0,9,15,17,6,6,8,2
"S","LT","LTAT","MTAT.08.020","Paralleelarvutused",0,0,0,8,0,0,1,1,9
"S","LT","LTAT","MTAT.08.024","Hajussüsteemide seminar",13,0,0,0,0,0,0,0,2
"S","LT","LTAT","MTAT.08.033","Võrgutehnoloogia",0,0,11,14,6,1,0,4,1
"S","LT","LTAT","MTAT.08.036","Suuremahuliste andmete töötlemine pilves",0,0,2,2,4,4,1,2,1
"S","LT","LTMS","MTMM.00.002","Matemaatikast psühholoogidele",0,0,11,18,6,13,10,2,7
"S","LT","LTMS","MTMM.00.011","Üldine topoloogia I",0,0,5,0,2,1,3,0,4
"S","LT","LTMS","MTMM.00.014","Mõõt ja Lebesgue`i integraal",0,0,4,2,3,0,3,0,0
"S","LT","LTMS","MTMM.00.037","Kategooriateooria",0,0,6,0,2,2,0,0,0
"S","LT","LTMS","MTMM.00.046","Matemaatika ajalugu",12,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.082","Klassikalised Banachi ruumid",0,0,6,3,0,0,0,0,0
"S","LT","LTMS","MTMM.00.104","Funktsionaalanalüüs II",0,0,3,2,3,1,0,1,2
"S","LT","LTMS","MTMM.00.114","Matemaatika olümpiaadid",3,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.120","Matemaatika didaktika üldkursus",9,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.122","Õppekavad ja õpikud koolimatemaatikas",0,0,10,6,1,0,0,0,0
"S","LT","LTMS","MTMM.00.123","Matemaatika didaktika seminar",7,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.195","Sissejuhatus finantsmatemaatikasse",13,2,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.202","Optimiseerimismeetodid",0,0,4,3,4,2,1,1,0
"S","LT","LTMS","MTMM.00.203","Finantsmatemaatika mudelid",0,0,7,5,0,0,1,0,1
"S","LT","LTMS","MTMM.00.214","Diferentsiaalvõrrandid",0,0,5,4,2,1,2,0,2
"S","LT","LTMS","MTMM.00.229","Optimaalse juhtimise teooria",0,0,2,0,1,1,0,0,1
"S","LT","LTMS","MTMM.00.231","Matemaatika",0,0,4,4,8,26,21,18,0
"S","LT","LTMS","MTMM.00.242","Matemaatika alused",11,0,0,0,0,0,0,0,5
"S","LT","LTMS","MTMM.00.250","Matemaatilise modelleerimise alused",0,0,4,3,1,0,0,0,0
"S","LT","LTMS","MTMM.00.286","Matemaatiline analüüs III",0,0,9,7,9,2,1,10,1
"S","LT","LTMS","MTMM.00.292","Lihtsad matemaatilised mudelid",12,0,0,0,0,0,0,0,1
"S","LT","LTMS","MTMM.00.322","Matemaatika- ja informaatikaõpetaja pidev praktika",10,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.324","Sissejuhatus matemaatika erialasse",18,1,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.327","Analüütiline geomeetria",0,0,11,9,14,22,15,10,5
"S","LT","LTMS","MTMM.00.328","Matemaatilise teksti küljendamine",47,3,0,0,0,0,0,0,2
"S","LT","LTMS","MTMM.00.334","Süsteemide optimiseerimise seminar",5,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.340","Kõrgem matemaatika I",0,0,67,60,54,47,58,95,2
"S","LT","LTMS","MTMM.00.341","Kõrgem matemaatika II",0,0,1,2,3,4,10,19,0
"S","LT","LTMS","MTMM.00.342","Matemaatiline maailmapilt",0,0,54,27,39,32,33,57,3
"S","LT","LTMS","MTMM.00.351","Matemaatiline kirjaoskus",15,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMM.00.352","Matemaatika koolis",0,0,7,5,1,4,2,1,0
"S","LT","LTMS","MTMM.00.354","Kombinatoorika",0,0,0,2,0,1,0,2,0
"S","LT","LTMS","MTMM.00.355","Lõplikud korpused I",0,0,0,1,0,2,0,2,0
"S","LT","LTMS","MTMS.00.043","Stohhastiliste mudelite seminar",3,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMS.01.003","Valikuuringute teooria I",0,0,4,2,9,5,1,0,1
"S","LT","LTMS","MTMS.01.007","Andmeanalüüs II",0,0,5,6,2,1,0,0,2
"S","LT","LTMS","MTMS.01.010","Katseplaneerimise teooria",14,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMS.01.017","Biomeetria bioloogidele",0,0,7,7,3,0,0,0,0
"S","LT","LTMS","MTMS.01.023","Aegridade analüüs",0,0,2,4,2,1,2,1,1
"S","LT","LTMS","MTMS.01.030","Bayesi statistika Markovi ahelatega",0,0,3,2,0,1,0,0,0
"S","LT","LTMS","MTMS.01.035","Matemaatiline statistika II",0,0,2,5,1,0,0,2,0
"S","LT","LTMS","MTMS.01.037","Mitteparameetriline statistika",13,3,0,0,0,0,0,0,0
"S","LT","LTMS","MTMS.01.049","Tõenäosuse ja statistika algkursus",0,0,12,10,13,13,13,10,12
"S","LT","LTMS","MTMS.01.055","Sissejuhatus statistika erialasse",26,0,0,0,0,0,0,0,1
"S","LT","LTMS","MTMS.01.082","Turu-uuringud",8,0,0,0,0,0,0,0,0
"S","LT","LTMS","MTMS.01.085","Statistiline analüüs",30,3,0,0,0,0,0,0,2
"S","LT","LTMS","MTMS.01.092","Rakendustarkvara: R",27,5,0,0,0,0,0,0,0
"S","LT","LTMS","MTMS.01.098","Andmeanalüüs keskkonnatehnoloogias",0,0,5,0,0,0,0,0,2
"S","LT","LTMS","MTMS.01.099","Matemaatiline statistika",0,0,5,4,6,4,2,0,2
"S","LT","LTMS","MTMS.02.004","Tõenäosusteooria II",0,0,0,2,3,2,1,7,0
"S","LT","LTMS","MTMS.02.007","Populatsioonigeneetika matemaatilised alused",0,0,5,3,1,0,0,0,0
"S","LT","LTMS","MTMS.02.010","Martingaalid",0,0,2,3,1,4,0,1,1
"S","LT","LTMS","MTMS.02.015","Riskiteooria",0,0,2,8,5,0,0,1,1
"S","LT","LTMS","MTMS.02.037","Elukestusmudelid",5,1,0,0,0,0,0,0,4
"S","LT","LTMS","MTMS.02.039","Finantsmatemaatika arvutusmeetodid",0,0,1,2,3,2,7,1,0
"S","LT","LTMS","MTMS.02.048","Tõenäosusteooria seminar",9,3,0,0,0,0,0,0,0
"S","LT","LTMS","MTMS.02.050","Tõenäosusteooria ja statistika II",0,0,11,8,5,5,2,2,0
"S","LT","LTMS","MTMS.02.051","Elukindlustusmatemaatika I",13,0,0,0,0,0,0,0,1
"S","LT","LTMS","MTMS.02.059","Tõenäosusteooria ja matemaatiline statistika",0,0,4,6,7,5,4,7,4
"S","MV","AR00","AR00.00.057","Sissejuhatus erialasse",197,0,0,0,0,0,0,0,0
"S","MV","AR00","AR00.00.088","Sõja- ja katastroofimeditsiin",56,0,0,0,0,0,0,0,2
"S","MV","AR00","AR00.00.100","Teadustöö üliõpilastele",0,0,126,11,0,0,0,0,0
"S","MV","MVCM","ARAI.01.009","Kriitilised seisundid",19,0,0,0,0,0,0,0,1
"S","MV","MVCM","ARAI.01.039","Esmaabi",208,0,0,0,0,0,0,0,1
"S","MV","MVCM","ARAI.01.045","Anestesioloogia ja intensiivravi",72,0,0,0,0,0,0,0,1
"S","MV","MVCM","ARAI.01.050","Anestesioloogia ja erakorraline meditsiin",25,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARAI.01.054","Kriitilised seisundid erakorralises meditsiinis",87,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARAN.01.028","Anatoomia",0,0,5,14,23,15,15,3,4
"S","MV","MVBS","ARAN.01.034","Anatoomia",0,0,3,2,2,8,13,1,1
"S","MV","MVBS","ARAN.01.038","Anatoomia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARAN.01.039","Anatoomia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARAN.02.005","Histoloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARAN.02.024","Histoloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVMV","ARAR.00.001","Meditsiiniõigus",4,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARBK.01.003","Meditsiiniline biokeemia",0,0,13,5,8,2,2,0,0
"S","MV","MVBS","ARBK.01.030","Meditsiiniline biokeemia",158,1,0,0,0,0,0,0,0
"S","MV","MVBS","ARBK.01.042","Bioorgaaniline keemia",0,0,9,8,5,1,0,0,0
"S","MV","MVBS","ARBK.01.043","Meditsiiniline biokeemia",0,0,9,3,6,5,0,0,0
"S","MV","MVFA","ARFA.00.057","Uurimistöö",19,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.01.060","Sotsiaalfarmaatsia erialakirjanduses ja internetis",4,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.01.071","Sissejuhatus erialasse ja farmaatsia ajalugu",27,5,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.01.080","Uurimistöö seminar sotsiaalfarmaatsiast",8,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.01.082","Sotsiaalfarmaatsia ja ravimite ohutus",22,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.01.105","Farmakognoosia II",0,0,2,6,8,2,2,0,0
"S","MV","MVFA","ARFA.01.106","Proviisor farmaatsiasektoris",35,3,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.01.107","Üldapteegi asutamine ja haldamine",22,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.02.040","Uurimistöö planeerimine",19,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.02.081","Radiofarmatseutilised preparaadid",19,0,0,0,0,0,0,0,3
"S","MV","MVFA","ARFA.02.099","Analüütiline keemia",0,0,1,3,1,12,6,0,0
"S","MV","MVFA","ARFA.02.103","Farmatseutilised abiained",0,0,5,6,9,3,0,0,0
"S","MV","MVFA","ARFA.02.112","Farmatseutiline keemia II",0,0,4,7,7,1,1,0,0
"S","MV","MVFA","ARFA.02.113","Farmatseutiline tehnoloogia",0,0,3,8,14,9,7,0,0
"S","MV","MVFA","ARFA.02.116","Uurimistöö seminar farmatseutilisest tehnoloogiast",5,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.02.117","Uurimistöö seminar farmatseutilisest keemiast",2,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.02.122","Füüsikaline farmaatsia",0,0,3,6,5,4,3,0,0
"S","MV","MVFA","ARFA.02.128","Teadustöö alused farmaatsias I",14,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.02.130","Teadustöö alused farmaatsias III",5,0,0,0,0,0,0,0,0
"S","MV","MVFA","ARFA.02.134","Minimaalselt invasiivsed meditsiinitehnoloogiad",3,0,0,0,0,0,0,0,1
"S","MV","MVBS","ARFR.02.011","Farmakoloogia",0,0,8,15,5,0,0,0,0
"S","MV","MVBS","ARFR.02.026","Kliiniline farmakoloogia",25,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFR.02.034","Ravimite toksikoloogia",21,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFR.02.037","Farmakoloogia ja toksikoloogia",138,0,0,0,0,0,0,0,1
"S","MV","MVBS","ARFR.02.051","Farmakoloogia",20,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFR.02.052","Farmakoteraapia",0,0,2,7,7,3,2,0,0
"S","MV","MVBS","ARFR.03.019","Kliiniline farmakoloogia",59,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFS.01.005","Valu neurofüsioloogilised mehhanismid",34,0,0,0,0,0,0,0,2
"S","MV","MVBS","ARFS.01.023","Biofüüsika",0,0,34,52,59,50,35,5,3
"S","MV","MVBS","ARFS.01.030","Inimese füsioloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFS.01.032","Inimese füsioloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFS.01.063","Inimese füsioloogia",0,0,3,5,11,3,1,0,0
"S","MV","MVBS","ARFS.01.066","Füsioloogia",0,0,10,2,2,0,0,0,0
"S","MV","MVBS","ARFS.01.069","Närviteadus",0,0,10,5,2,0,0,0,0
"S","MV","MVBS","ARFS.01.070","Kaasaegsed suunad neuroteaduses 1",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFS.01.071","Kaasaegsed suunad neuroteaduses 2",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFS.01.072","Kaasaegsed suunad neuroteaduses 3",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARFS.01.078","Normaalne ja patoloogiline anatoomia ja füsioloogia",22,7,1,3,8,7,10,3,7
"S","MV","MVCM","ARHO.02.002","Onkoloogia",74,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARHO.02.004","Hematoloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKA.01.045","Elektrokardiograafia",26,1,0,0,0,0,0,0,1
"S","MV","MVCM","ARKA.01.046","Sissejuhatus EKG tõlgendamisel",67,1,0,0,0,0,0,0,4
"S","MV","MVCM","ARKA.01.072","Kardioloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.01.010","Üldkirurgia",0,0,8,8,8,0,0,0,0
"S","MV","MVCM","ARKI.01.011","Äge kõht",45,1,0,0,0,0,0,0,1
"S","MV","MVCM","ARKI.01.013","Plastika- ja rekonstruktiivkirurgia",9,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.02.029","Uroloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.02.030","Lastekirurgia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.02.031","Üld- ja abdominaalkirurgia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.02.035","Täiendavat lastekirurgiast",4,0,0,0,0,0,0,0,1
"S","MV","MVCM","ARKI.02.036","Haavade ravi",15,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.02.039","Androloogia - meeste tervis",10,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKI.02.040","Veresoontekirurgia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKR.01.002","Kõrva-nina-kurguhaigused",0,0,7,12,5,0,0,0,0
"S","MV","MVCM","ARKR.01.024","Kuulmis-ja kõneelundite anatoomia, füsioloogia ja patoloogia",28,1,0,0,0,0,0,0,1
"S","MV","MVCM","ARKR.01.028","Kõrva-nina-kurguhaigused",0,0,13,32,27,9,2,0,0
"S","MV","MVCM","ARKS.01.024","Pulmonoloogia ja torakaalkirurgia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARKS.01.026","Rindkerehaiguste invasiivne diagnostika ja kirurgiline ravi",13,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARLA.01.027","Lastehaigused",25,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARLA.01.042","Lastehaigused",0,0,17,38,17,2,0,0,0
"S","MV","MVBS","ARMB.01.004","Meditsiiniline mikrobioloogia",31,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMB.01.020","Meditsiiniline mikrobioloogia",161,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMB.01.053","Kliiniline mikrobioloogia",23,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMB.01.055","Kliiniline mikrobioloogia. Pea ja kaela piirkonna infektsioonid",25,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMB.01.064","Mikrobioota ja tervis",3,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMP.01.026","Inimese molekulaarne ja kliiniline geneetika",0,0,49,15,7,1,1,0,0
"S","MV","MVBS","ARMP.01.029","Bioloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMP.01.034","Bioloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMP.02.007","Immunoloogia",0,0,7,46,58,43,4,1,0
"S","MV","MVBS","ARMP.02.016","Immunoloogia",21,0,0,0,0,0,0,0,0
"S","MV","MVBS","ARMP.02.024","Molekulaarne ja rakenduslik immunoloogia",0,0,3,5,5,7,1,0,0
"S","MV","MVBS","ARMP.02.029","Immunoloogia",0,0,1,8,13,5,2,0,0
"S","MV","MVBS","ARMP.03.014","Patoloogiline füsioloogia",0,0,7,14,7,0,0,0,0
"S","MV","MVBS","ARMP.03.015","Patoloogiline füsioloogia",0,0,68,50,14,2,0,4,0
"S","MV","MVBS","ARMP.03.024","Patoloogiline füsioloogia",0,0,6,16,10,6,0,0,1
"S","MV","MVCM","ARNH.01.030","Seitse sügelevat nahahaigust",18,0,0,0,0,0,0,0,2
"S","MV","MVCM","ARNH.01.031","Sagedasemad nahahaigused näol",28,0,0,0,0,0,0,0,11
"S","MV","MVCM","ARNH.01.033","Naha- ja suguhaigused",0,0,42,26,16,5,0,0,0
"S","MV","MVCM","ARNH.01.034","Seksuaalsel teel levivad infektsioonid",15,0,0,0,0,0,0,0,2
"S","MV","MVCM","ARNR.00.017","Valitud loengud neuroloogias ja neurokirurgias",20,1,0,0,0,0,0,0,1
"S","MV","MVCM","ARNR.01.022","Alzheimeri tõbi ja teised dementsused",15,0,0,0,0,0,0,0,2
"S","MV","MVCM","ARNR.01.024","Neuroloogia",24,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARNR.01.036","Neuroloogia ja neurokirurgia",0,0,39,21,8,1,1,0,0
"S","MV","MVCM","ARNR.01.038","Kõnehälvete kliinik",0,0,10,3,0,0,0,0,0
"S","MV","MVCM","ARNS.01.032","Naistehaigused ja sünnitusabi",0,0,19,36,16,7,0,0,0
"S","MV","MVPT","AROT.00.028","Personalijuhtimine õendusjuhtidele",0,0,3,7,3,1,0,1,0
"S","MV","MVPT","AROT.00.032","Hariduskorraldus ja -õigus õenduspedagoogidele",10,0,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.053","Uurimismetoodika õendusteaduses I",12,6,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.054","Uurimismetoodika õendusteaduses II",6,0,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.055","Esmaabi",19,0,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.057","Õendusteaduse filosoofilised ja metodoloogilised alused",0,0,0,5,3,3,1,2,1
"S","MV","MVPT","AROT.00.061","Meditsiiniõiguse alused õendusjuhtidele",13,0,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.063","Tööõiguse alused õendusjuhtidele",15,1,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.065","Laps ja tervis",19,1,0,0,0,0,0,0,0
"S","MV","MVPT","AROT.00.068","Õenduse didaktika I",0,0,7,7,0,0,0,0,0
"S","MV","MVPT","AROT.00.069","Õppemeetodid õenduses",0,0,5,3,0,4,0,0,0
"S","MV","MVBS","ARPA.01.014","Patoloogiline anatoomia",0,0,26,41,38,13,16,3,0
"S","MV","MVBS","ARPA.01.026","Patoloogiline anatoomia",0,0,10,11,10,0,0,0,0
"S","MV","MVBS","ARPA.02.012","Kohtuarstiteadus",97,0,0,0,0,0,0,0,0
"S","MV","MVPT","ARPO.01.031","Perearstiteadus",0,0,27,29,9,1,1,0,0
"S","MV","MVPT","ARPO.01.035","Humaanne suhtlemine surijate ja leinajatega, I osa",15,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARPS.01.005","Psühhopatoloogia",0,0,6,15,20,13,8,2,1
"S","MV","MVCM","ARPS.01.006","Lapse ja nooruki psühhopatoloogia",0,0,20,14,3,2,0,0,1
"S","MV","MVCM","ARPS.01.050","Psühhiaatria",34,0,0,0,0,0,0,0,1
"S","MV","MVCM","ARPS.01.076","Tõenduspõhine psühhofarmakoloogia",14,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARPS.01.078","Psühhiaatria",0,0,36,29,9,5,1,0,0
"S","MV","MVCM","ARRD.00.016","Kliiniline radioloogia",136,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSI.01.002","Silmahaigused",0,0,8,27,29,6,4,0,0
"S","MV","MVCM","ARSI.01.011","Silmahaigused",24,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSI.01.015","Prillid, kontaktläätsed ja refraktiivne kirurgia",11,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.00.027","Immuniseerimise valikaine",10,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.01.015","Sisehaigused",0,0,11,16,10,4,0,1,0
"S","MV","MVCM","ARSK.01.030","Endokrinoloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.01.032","Nefroloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.01.034","Gastroenteroloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.01.039","Reumatoloogia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.01.056","Neerutransplantatsiooni aktuaalsed küsimused",8,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.03.012","Laboratoorne meditsiin",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.03.016","Proovivõtt ja selle kvaliteedi tagamine",11,4,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.03.017","Sissejuhatus laborimeditsiini",20,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.04.001","Infektsioonhaigused",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSK.05.014","Tervishoiu kvaliteedi hindamine ja juhtimine",16,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSM.00.013","Taastusravi",135,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSM.00.015","Harrastusspordi võlud ja valud",31,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARSM.01.056","Tegevusteraapia komplekses taastusravis",3,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.047","Stomatoloogia propedeutika (õpetus hambaravimaterjalidest)",0,0,19,10,2,0,0,0,0
"S","MV","MVST","ARST.01.063","Ortodontia",24,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.069","Suu- ja näolõualuukirurgia I",29,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.070","Suu- ja näolõualuukirurgia II",0,0,20,1,2,1,0,0,0
"S","MV","MVST","ARST.01.071","Suu- ja näolõualuukirurgia III",25,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.073","Ortopeediline stomatoloogia II",24,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.074","Ortopeediline stomatoloogia III",25,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.077","Suu- ja hambahaigused III",25,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.096","Suu- ja hambahaigused II",24,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.099","Gerodontoloogia",25,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.100","Suu-ja hambahaiguste ennetus",29,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.101","Lastestomatoloogia",0,0,6,13,6,0,0,0,0
"S","MV","MVST","ARST.01.104","Mälumisfüsioloogia II",0,0,6,14,3,0,1,0,0
"S","MV","MVST","ARST.01.105","Sissejuhatus kliinilisse hambaravisse",30,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.108","Professionaalne areng I",30,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.109","Professionaalne areng II",31,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.110","Teadusprojekt",25,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.111","Suu- ja hambahaigused I",29,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.112","Ortopeediline stomatoloogia I",29,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.113","Suu -ja hambahaiguste propedeutika",31,0,7,14,6,1,0,0,1
"S","MV","MVST","ARST.01.116","Terved hambad kõigile",113,1,0,0,0,0,0,0,3
"S","MV","MVST","ARST.01.123","Ergonoomika",30,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.124","Suutervis",30,0,0,0,0,0,0,0,0
"S","MV","MVST","ARST.01.128","Näo-ja lõualuude piirkonna funktsioonianomaaliad - meeskonnatöö",24,0,0,0,0,0,0,0,0
"S","MV","MVPT","ARTH.01.045","Keskkonna- ja töötervishoid",0,0,106,31,0,0,0,1,0
"S","MV","MVPT","ARTH.02.055","Meditsiiniteooria ja -eetika",0,0,164,12,0,0,0,0,0
"S","MV","MVPT","ARTH.02.057","Rahvatervishoiu alused",0,0,2,5,2,2,1,0,0
"S","MV","MVPT","ARTH.02.063","Bioeetika",0,0,22,15,5,0,0,0,0
"S","MV","MVPT","ARTH.02.067","Eetilised aspektid terviseteadustes",0,0,12,0,0,0,0,0,0
"S","MV","MVPT","ARTH.02.069","Teadustöö alused",0,0,1,5,2,2,1,0,0
"S","MV","MVPT","ARTH.02.079","Tervishoiu organisatsioon ja seadusandlus",0,0,3,1,6,1,1,0,0
"S","MV","MVPT","ARTH.02.080","Magistriseminar",15,0,0,0,0,0,0,0,0
"S","MV","MVPT","ARTH.02.081","Tervishoiukorraldus ja tervishoiuökonoomika",0,0,70,17,17,1,0,0,0
"S","MV","MVPT","ARTH.03.006","Epidemioloogia ja biostatistika",0,0,24,66,46,18,1,0,0
"S","MV","MVPT","ARTH.03.014","Epidemioloogia",0,0,2,18,3,2,0,0,0
"S","MV","MVPT","ARTH.03.021","Biostatistika I",35,0,0,0,0,0,0,0,0
"S","MV","MVPT","ARTH.03.040","Epidemioloogia ja biostatistika",28,0,0,0,0,0,0,0,1
"S","MV","MVPT","ARTH.03.041","Epidemioloogia ja uurimismeetodid terviseteadustes",0,0,4,4,2,0,1,0,0
"S","MV","MVPT","ARTH.03.042","Tõenduspõhisus rahvatervise valdkonnas ning terviseteenuste hindamine",0,0,3,5,6,1,0,0,0
"S","MV","MVPT","ARTH.03.044","Mittenakkushaiguste epidemioloogia",0,0,4,4,5,2,0,0,0
"S","MV","MVPT","ARTH.03.045","Statistiline modelleerimine",13,2,0,0,0,0,0,0,0
"S","MV","MVPT","ARTH.04.022","Seksuaalkasvatuse alused",20,2,0,0,0,0,0,0,0
"S","MV","MVPT","ARTH.04.038","Tervisedenduse alused",0,0,4,5,2,0,0,0,0
"S","MV","MVPT","ARTH.04.040","Tervisemõjurid",0,0,3,5,4,0,0,0,1
"S","MV","MVPT","ARTH.04.045","Tervise edendamine",0,0,52,77,25,1,0,0,0
"S","MV","MVPT","ARTH.05.008","Tervishoiuökonoomika ja tervishoiukorraldus",25,0,0,0,0,0,0,0,0
"S","MV","MVPT","ARTH.05.012","Tervishoiuökonoomika",15,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARTO.01.021","Traumatoloogia ja ortopeedia",0,0,0,0,0,0,0,0,0
"S","MV","MVCM","ARTO.01.030","Traumatoloogia ja ortopeedia",0,0,7,12,13,5,1,0,1
"S","MV","MVSF","KKSB.01.001","Funktsionaalne morfoloogia",0,0,54,15,3,1,2,0,1
"S","MV","MVSF","KKSB.01.033","Treeningu ja koormuse juhtimine",39,0,0,0,0,0,0,0,0
